word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,syn
malevolent,"악의 있는, 악의적인",恶意的；恶毒的；有害的,,/məˈlɛv(ə)l(ə)nt/,,", spiteful, hostile, evil-minded, baleful, bitter, evil-intentioned, poisonous, venomous, evil, malign, malignant, rancorous, vicious, vindictive, revengeful, vengeful, pernicious",,", spiteful, hostile, evil-minded, baleful, bitter, evil-intentioned, poisonous, venomous, evil, malign, malignant, rancorous, vicious, vindictive, revengeful, vengeful, pernicious"
recalcitrant,(규칙·지시에) 저항[반항]하는; 다루기 힘든,（人）不守规章的，桀骜不驯的；（动物）不驯服的,,/rɪˈkalsɪtr(ə)nt/,,", resistant, obstinate, uncooperative, non-compliant, recalcitrant, confrontational, challenging",,", resistant, obstinate, uncooperative, non-compliant, recalcitrant, confrontational, challenging"
adjoin,"인접하다, 붙어 있다",紧挨；邻接；贴近；毗连,,/əˈdʒɔɪn/,,", be adjacent to, border, border on, neighbour, verge on, abut, butt up against, butt up to, bound on, be contiguous with, be connected to, communicate with, link up with, extend as far as, extend to",,", be adjacent to, border, border on, neighbour, verge on, abut, butt up against, butt up to, bound on, be contiguous with, be connected to, communicate with, link up with, extend as far as, extend to"
recant,(흔히 공식적으로 신념·견해를) 철회하다,公开宣布放弃（以前的信仰）,,/rɪˈkant/,,", forswear, disavow, deny, repudiate, renege on, abjure, relinquish, abandon",,", forswear, disavow, deny, repudiate, renege on, abjure, relinquish, abandon"
fulsome,(칭찬·감사·사과 등이) 지나친[진실성이 안 느껴지는],过分恭维的；谄媚的；言过其实的,,/ˈfʊls(ə)m/,,", ample, profuse, extensive, generous, liberal, lavish, glowing, gushing, gushy",,", ample, profuse, extensive, generous, liberal, lavish, glowing, gushing, gushy"
bountiful,"많은, 풍부한",（数量）异常大的,,/ˈbaʊntɪfʊl/,,", plentiful, ample, bumper, superabundant, inexhaustible, prolific, profuse, teeming, copious, prodigal, considerable, vast, immense, great, liberal, lavish, generous, princely, handsome, luxuriant, rich",,", plentiful, ample, bumper, superabundant, inexhaustible, prolific, profuse, teeming, copious, prodigal, considerable, vast, immense, great, liberal, lavish, generous, princely, handsome, luxuriant, rich"
propitious,(일을 하기에) 좋은[유리한],吉祥的，吉利的,,/prəˈpɪʃəs/,,", auspicious, promising, providential, advantageous, fortunate, lucky, optimistic, bright, happy, rosy, full of promise, heaven-sent, hopeful, beneficial",,", auspicious, promising, providential, advantageous, fortunate, lucky, optimistic, bright, happy, rosy, full of promise, heaven-sent, hopeful, beneficial"
hypodermic,피하 주사기,皮下注射的,,/hʌɪpə(ʊ)ˈdəːmɪk/,,", syringe",,", syringe"
caste,(힌두교 사회의) 카스트[계급],（印度社会的）种姓制度，种姓,,/kɑːst/,,", social class, order, social order, social division, grade, grading, group, grouping, station, stratum, echelon, rank, level, degree, set",,", social class, order, social order, social division, grade, grading, group, grouping, station, stratum, echelon, rank, level, degree, set"
implacable,"확고한, 바꿀 수 없는",不饶人的；坚定的；无法改变的,,/ɪmˈplakəb(ə)l/,,", unpacifiable, unplacatable, unmollifiable, unforgiving, unsparing, grudge-holding",,", unpacifiable, unplacatable, unmollifiable, unforgiving, unsparing, grudge-holding"
abridge,(책·희곡 등을) 요약[축약]하다,删节；节略,,/əˈbrɪdʒ/,,", cut, cut down, cut short, curtail, truncate, lessen, trim, crop, clip, pare down, prune",,", cut, cut down, cut short, curtail, truncate, lessen, trim, crop, clip, pare down, prune"
preeminent,"(…에/…가운데서) 탁월한, 발군의, 걸출한[in /among]; 우위[상위]의; 현저한.",优秀的,记忆技巧：pre 前 + eminent 杰出的，突出的 → 向前突出的 → 杰出的,/prēˈemənənt/,,", leading, foremost, best, finest, chief, outstanding, excellent, distinguished, prominent, eminent, important, major, star, top, top-tier, topmost, famous, renowned, celebrated, illustrious, towering, supreme, superior, exceptional, unrivalled, unsurpassed, unequalled, inimitable, incomparable, matchless, peerless, unmatched, arch-, transcendent",,", leading, foremost, best, finest, chief, outstanding, excellent, distinguished, prominent, eminent, important, major, star, top, top-tier, topmost, famous, renowned, celebrated, illustrious, towering, supreme, superior, exceptional, unrivalled, unsurpassed, unequalled, inimitable, incomparable, matchless, peerless, unmatched, arch-, transcendent"
conduct,(특정한 활동을) 하다,组织；实施；进行；处理,,/ˈkɒndʌkt/,,", way of behaving, performance, comportment, demeanour, bearing, deportment",,", way of behaving, performance, comportment, demeanour, bearing, deportment"
mollify,(사람을) 달래다[진정시키다],使平静；抚慰,,/ˈmɒlɪfʌɪ/,,", placate, pacify, conciliate, humour, soothe, calm, calm down, still, quieten, propitiate",,", placate, pacify, conciliate, humour, soothe, calm, calm down, still, quieten, propitiate"
arcane,"신비로운, 불가사의한",神秘的；秘密的；晦涩难懂的,,/ɑːˈkeɪn/,,", secret, hidden, concealed, covert, clandestine, enigmatic, dark",,", secret, hidden, concealed, covert, clandestine, enigmatic, dark"
oblique,(표현이) 완곡한[에두르는/간접적인],斜的；倾斜的,,/əˈbliːk/,,", slanted, sloping, at an angle, angled, diagonal, aslant, slant, slantwise, sloped, inclined, inclining, tilted, tilting, atilt, skew, on the skew, askew",,", slanted, sloping, at an angle, angled, diagonal, aslant, slant, slantwise, sloped, inclined, inclining, tilted, tilting, atilt, skew, on the skew, askew"
candor,"[U] 공평무사, 허심 탄회; 솔직, 정직; [고어] 순백; [폐어] 순수성, 순결",坦率，正直，公正；白色；光明,记忆技巧：cand 白；发光 + or 表状态 → 坦白,/ˈkandər/,,", openness, honesty, candidness, truthfulness, sincerity, forthrightness, directness, lack of restraint, straightforwardness, plain-spokenness, plain dealing, plainness, calling a spade a spade, unreservedness, bluffness, bluntness, outspokenness",,", openness, honesty, candidness, truthfulness, sincerity, forthrightness, directness, lack of restraint, straightforwardness, plain-spokenness, plain dealing, plainness, calling a spade a spade, unreservedness, bluffness, bluntness, outspokenness"
luminary,(특수 분야의) 전문가[권위자],（某一领域的）专家，知名人士,,/ˈluːmɪn(ə)ri/,,", guiding light, inspiration, leader, expert, master, panjandrum, dignitary, VIP",,", guiding light, inspiration, leader, expert, master, panjandrum, dignitary, VIP"
calumny,중상(하는 말),诽谤，诬蔑，中伤,,/ˈkaləmni/,,", defamation, defamation of character, character assassination, misrepresentation of character, evil-speaking, calumniation, libel",,", defamation, defamation of character, character assassination, misrepresentation of character, evil-speaking, calumniation, libel"
appease,달래다,平息；抚慰；绥靖；姑息,,/əˈpiːz/,,", placate, pacify, make peace with, propitiate, palliate, allay, reconcile, win over",,", placate, pacify, make peace with, propitiate, palliate, allay, reconcile, win over"
attenuate,"약화시키다, 희석시키다",使减少；使减弱；使降低,,/əˈtɛnjʊeɪt/,,", reduced, lessened, decreased, diminished, impaired, enervated",,", reduced, lessened, decreased, diminished, impaired, enervated"
flambeau,횃불; 장식을 한 큰 촛대,火炬；华丽的大烛台,,/ˈflambəʊ/,,", light, flashlight, beacon",,", light, flashlight, beacon"
eccentric,"괴짜인, 별난, 기이한",怪异的，古怪的；异乎寻常的,,/ɪkˈsɛntrɪk/,,", uncommon, abnormal, irregular, aberrant, anomalous, odd, queer, strange, peculiar, weird, bizarre, off-centre, outlandish, freakish, extraordinary",,", uncommon, abnormal, irregular, aberrant, anomalous, odd, queer, strange, peculiar, weird, bizarre, off-centre, outlandish, freakish, extraordinary"
veracity,진실성,真实；诚实；实事求是,,/vəˈrasɪti/,,", truth, accuracy, accurateness, correctness, exactness, precision, preciseness, realism, authenticity, faithfulness, fidelity",,", truth, accuracy, accurateness, correctness, exactness, precision, preciseness, realism, authenticity, faithfulness, fidelity"
insinuation,암시(된 내용),旁敲侧击的话;影射;暗示;旁敲侧击;含沙射影;巧妙进入,,/ɪnsɪnjʊˈeɪʃ(ə)n/,,", inference, suggestion, hint, intimation, imputation, innuendo, reference, allusion, indication, undertone, overtone",,", inference, suggestion, hint, intimation, imputation, innuendo, reference, allusion, indication, undertone, overtone"
intramural,교내의,学校内的,,/ˌɪntrəˈmjʊər(ə)l/,,", interior, inside, intramural",,", interior, inside, intramural"
journey,(특히 멀리 가는) 여행[여정/이동],（尤指搭乘交通工具的）旅行，行程,,/ˈdʒəːni/,,", expedition, period of travelling, tour, trek, voyage, cruise, safari, ride, drive, transfer",,", expedition, period of travelling, tour, trek, voyage, cruise, safari, ride, drive, transfer"
segregate,(사람들을 인종·종교·성별에 따라) 분리[차별]하다,（尤指基于种族或性别原因）隔离并差别对待,,/ˈsɛɡrɪɡeɪt/,,", set apart, keep apart, sort out",,", set apart, keep apart, sort out"
propriety,(행동의 도덕적·사회적) 적절성,（行为）端正，得体，合宜,,/prəˈprʌɪəti/,,", respectability, decency, correctness, appropriateness, good manners, courtesy, politeness, rectitude, civility, modesty, demureness",,", respectability, decency, correctness, appropriateness, good manners, courtesy, politeness, rectitude, civility, modesty, demureness"
recidivism,상습적 범행,"惯犯;但累犯;再犯;累犯;累犯,惯犯",,/rɪˈsɪdɪvɪz(ə)m/,,,,
infuriate,극도로 화나게 만들다,使大怒，激怒,,/ɪnˈfjʊərɪeɪt/,,", incense, anger, madden, inflame, send into a rage, make someone's blood boil, stir up, fire up",,", incense, anger, madden, inflame, send into a rage, make someone's blood boil, stir up, fire up"
dither,(결정을 못 내리고) 머무적거리다[망설이다],犹豫不决;踌躇,,/ˈdɪðə/,,", falter, waver, teeter, vacillate, oscillate, fluctuate, change one's mind, be in two minds, be ambivalent, be indecisive, be unsure, be undecided",,", falter, waver, teeter, vacillate, oscillate, fluctuate, change one's mind, be in two minds, be ambivalent, be indecisive, be unsure, be undecided"
inert,기력이 없는,不动的；不能动的,,/ɪˈnəːt/,,", motionless, immobile, still, stock-still, stationary, static, dormant, sleeping",,", motionless, immobile, still, stock-still, stationary, static, dormant, sleeping"
epoch,(중요한 사건·변화들이 일어난) 시대,（尤指出现新进步和大变革的）时代，纪元，时期,,/ˈiːpɒk/,,", age, period, time, aeon, span",,", age, period, time, aeon, span"
blithe,(하는 일에 대해) 태평스러운,欢乐的，愉快的；无忧无虑的,,/blʌɪð/,,", uncaring, careless, casual, indifferent, thoughtless, unconcerned, unworried, untroubled",,", uncaring, careless, casual, indifferent, thoughtless, unconcerned, unworried, untroubled"
dour,시무룩한,（通常指人的外表或行为）冷峻的，阴沉的，不苟言笑的,,/ˈdʊə/,,", unsmiling, unfriendly, frowning, poker-faced, severe, forbidding, morose, sour, gruff, surly, uncommunicative, grim, gloomy, dismal, sullen, sombre, grave, sober, serious, solemn, austere, mean-looking, stony, unsympathetic, disapproving",,", unsmiling, unfriendly, frowning, poker-faced, severe, forbidding, morose, sour, gruff, surly, uncommunicative, grim, gloomy, dismal, sullen, sombre, grave, sober, serious, solemn, austere, mean-looking, stony, unsympathetic, disapproving"
enmity,"원한, 증오, 적대감",仇恨，怨恨；敌意,,/ˈɛnmɪti/,,", animosity, antagonism, friction, antipathy, animus, opposition, dissension, rivalry, feud, conflict, discord, contention",,", animosity, antagonism, friction, antipathy, animus, opposition, dissension, rivalry, feud, conflict, discord, contention"
axiom,"자명한 이치, 공리, 격언",（被普遍接受的）公理，原则,,/ˈaksɪəm/,,", general truth, dictum, truism, principle",,", general truth, dictum, truism, principle"
benign,"상냥한, 유순한",慈祥的；和善的,,/bɪˈnʌɪn/,,", kind, warm-hearted, good-natured, friendly, warm, affectionate, agreeable, amiable, good-humoured, genial, congenial, cordial, approachable, tender, tender-hearted, soft-hearted, gentle, sympathetic, compassionate, caring, considerate, thoughtful, helpful, well disposed, obliging, accommodating, generous, big-hearted, unselfish, benevolent, gracious, liberal, indulgent",,", kind, warm-hearted, good-natured, friendly, warm, affectionate, agreeable, amiable, good-humoured, genial, congenial, cordial, approachable, tender, tender-hearted, soft-hearted, gentle, sympathetic, compassionate, caring, considerate, thoughtful, helpful, well disposed, obliging, accommodating, generous, big-hearted, unselfish, benevolent, gracious, liberal, indulgent"
carnivorous,<동물이> 육식성의; <식물이> 식충성의,(动物)食肉的;(人)爱吃肉的，肉食性的,记忆技巧：carni〔= carn 肉〕+ vor 吃 + ous …的 → 食肉的,/kɑːˈnɪv(ə)rəs/,,", flesh-eating, predatory, of prey, hunting, raptorial",,", flesh-eating, predatory, of prey, hunting, raptorial"
